Date,Time,Currency,Event Name,Impact
2023-08-03,8:30am,USD,Unemployment Claims,High Impact Expected
2023-08-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-08-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-08-04,8:30am,USD,Unemployment Rate,High Impact Expected
2023-08-10,8:30am,USD,CPI m/m,High Impact Expected
2023-08-10,8:30am,USD,CPI y/y,High Impact Expected
2023-08-10,8:30am,USD,Core CPI m/m,High Impact Expected
2023-08-10,8:30am,USD,Core CPI y/y,High Impact Expected
2023-08-10,8:30am,USD,Unemployment Claims,High Impact Expected
2023-08-11,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-08-11,8:30am,USD,Core PPI m/m,High Impact Expected
2023-08-11,8:30am,USD,PPI m/m,High Impact Expected
2023-08-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-08-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-08-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-08-16,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-08-17,8:30am,USD,Unemployment Claims,High Impact Expected
2023-08-23,10:00am,USD,Prelim Benchmark Payrolls Revision,High Impact Expected
2023-08-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-08-23,9:45am,USD,Flash Services PMI,High Impact Expected
2023-08-24,8:30am,USD,Unemployment Claims,High Impact Expected
2023-08-25,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-08-25,10:05am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-08-29,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-08-29,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-08-29,9:00am,USD,S&P/CS Composite-20 HPI y/y,High Impact Expected
2023-08-30,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-08-30,8:30am,USD,Prelim GDP q/q,High Impact Expected
2023-08-31,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-08-31,8:30am,USD,Unemployment Claims,High Impact Expected
2023-09-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-09-01,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-09-01,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-09-01,8:30am,USD,Unemployment Rate,High Impact Expected
2023-09-06,10:00am,USD,ISM Services PMI,High Impact Expected
2023-09-07,8:30am,USD,Unemployment Claims,High Impact Expected
2023-09-13,8:30am,USD,CPI m/m,High Impact Expected
2023-09-13,8:30am,USD,CPI y/y,High Impact Expected
2023-09-13,8:30am,USD,Core CPI m/m,High Impact Expected
2023-09-13,8:30am,USD,Core CPI y/y,High Impact Expected
2023-09-14,8:30am,USD,Core PPI m/m,High Impact Expected
2023-09-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-09-14,8:30am,USD,PPI m/m,High Impact Expected
2023-09-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-09-14,8:30am,USD,Unemployment Claims,High Impact Expected
2023-09-15,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-09-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-09-20,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2023-09-20,2:00pm,USD,FOMC Statement,High Impact Expected
2023-09-20,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-09-20,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-09-21,8:30am,USD,Unemployment Claims,High Impact Expected
2023-09-22,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-09-22,9:45am,USD,Flash Services PMI,High Impact Expected
2023-09-26,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-09-28,4:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-09-28,8:30am,USD,Final GDP q/q,High Impact Expected
2023-09-28,8:30am,USD,Unemployment Claims,High Impact Expected
2023-09-29,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-09-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-10-02,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-10-02,11:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-10-03,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-10-04,10:00am,USD,ISM Services PMI,High Impact Expected
2023-10-04,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-10-05,8:30am,USD,Unemployment Claims,High Impact Expected
2023-10-06,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-10-06,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-10-06,8:30am,USD,Unemployment Rate,High Impact Expected
2023-10-11,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-10-11,8:30am,USD,Core PPI m/m,High Impact Expected
2023-10-11,8:30am,USD,PPI m/m,High Impact Expected
2023-10-12,8:30am,USD,CPI m/m,High Impact Expected
2023-10-12,8:30am,USD,CPI y/y,High Impact Expected
2023-10-12,8:30am,USD,Core CPI m/m,High Impact Expected
2023-10-12,8:30am,USD,Core CPI y/y,High Impact Expected
2023-10-12,8:30am,USD,Unemployment Claims,High Impact Expected
2023-10-13,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-10-16,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-10-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-10-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-10-19,12:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-10-19,8:30am,USD,Unemployment Claims,High Impact Expected
2023-10-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-10-24,9:45am,USD,Flash Services PMI,High Impact Expected
2023-10-25,4:35pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-10-26,8:30am,USD,Advance GDP q/q,High Impact Expected
2023-10-26,8:30am,USD,Unemployment Claims,High Impact Expected
2023-10-27,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-10-27,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-10-31,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-10-31,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2023-11-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-11-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-11-01,2:00pm,USD,FOMC Statement,High Impact Expected
2023-11-01,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-11-01,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-11-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-11-02,8:30am,USD,Unemployment Claims,High Impact Expected
2023-11-03,10:00am,USD,ISM Services PMI,High Impact Expected
2023-11-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-11-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-11-03,8:30am,USD,Unemployment Rate,High Impact Expected
2023-11-07,4:00pm,USD,Treasury Currency Report,High Impact Expected
2023-11-08,9:15am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-11-09,2:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-11-09,8:30am,USD,Unemployment Claims,High Impact Expected
2023-11-10,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-11-14,8:30am,USD,CPI m/m,High Impact Expected
2023-11-14,8:30am,USD,CPI y/y,High Impact Expected
2023-11-14,8:30am,USD,Core CPI m/m,High Impact Expected
2023-11-14,8:30am,USD,Core CPI y/y,High Impact Expected
2023-11-15,8:30am,USD,Core PPI m/m,High Impact Expected
2023-11-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-11-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-11-15,8:30am,USD,PPI m/m,High Impact Expected
2023-11-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-11-16,8:30am,USD,Unemployment Claims,High Impact Expected
2023-11-21,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-11-22,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-11-22,8:30am,USD,Unemployment Claims,High Impact Expected
2023-11-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-11-24,9:45am,USD,Flash Services PMI,High Impact Expected
2023-11-28,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-11-29,8:30am,USD,Prelim GDP q/q,High Impact Expected
2023-11-30,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-11-30,8:30am,USD,Unemployment Claims,High Impact Expected
2023-12-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-12-01,11:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-12-01,2:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-12-05,10:00am,USD,ISM Services PMI,High Impact Expected
2023-12-05,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-12-06,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-12-07,8:30am,USD,Unemployment Claims,High Impact Expected
2023-12-08,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-12-08,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-12-08,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-12-08,8:30am,USD,Unemployment Rate,High Impact Expected
2023-12-12,8:30am,USD,CPI m/m,High Impact Expected
2023-12-12,8:30am,USD,CPI y/y,High Impact Expected
2023-12-12,8:30am,USD,Core CPI m/m,High Impact Expected
2023-12-12,8:30am,USD,Core CPI y/y,High Impact Expected
2023-12-13,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2023-12-13,2:00pm,USD,FOMC Statement,High Impact Expected
2023-12-13,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-12-13,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-12-13,8:30am,USD,Core PPI m/m,High Impact Expected
2023-12-13,8:30am,USD,PPI m/m,High Impact Expected
2023-12-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-12-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-12-14,8:30am,USD,Unemployment Claims,High Impact Expected
2023-12-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-12-15,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-12-15,9:45am,USD,Flash Services PMI,High Impact Expected
2023-12-20,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-12-21,8:30am,USD,Final GDP q/q,High Impact Expected
2023-12-21,8:30am,USD,Unemployment Claims,High Impact Expected
2023-12-22,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-12-22,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-01-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-01-03,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-01-03,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2024-01-04,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-01-04,8:30am,USD,Unemployment Claims,High Impact Expected
2024-01-05,10:00am,USD,ISM Services PMI,High Impact Expected
2024-01-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-01-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-01-05,8:30am,USD,Unemployment Rate,High Impact Expected
2024-01-11,8:30am,USD,CPI m/m,High Impact Expected
2024-01-11,8:30am,USD,CPI y/y,High Impact Expected
2024-01-11,8:30am,USD,Core CPI m/m,High Impact Expected
2024-01-11,8:30am,USD,Core CPI y/y,High Impact Expected
2024-01-11,8:30am,USD,Unemployment Claims,High Impact Expected
2024-01-12,8:30am,USD,Core PPI m/m,High Impact Expected
2024-01-12,8:30am,USD,PPI m/m,High Impact Expected
2024-01-16,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-01-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-01-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-01-18,8:30am,USD,Unemployment Claims,High Impact Expected
2024-01-19,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-01-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-01-24,9:45am,USD,Flash Services PMI,High Impact Expected
2024-01-25,8:30am,USD,Advance GDP q/q,High Impact Expected
2024-01-25,8:30am,USD,Unemployment Claims,High Impact Expected
2024-01-26,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-01-30,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-01-30,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-01-31,2:00pm,USD,FOMC Statement,High Impact Expected
2024-01-31,2:00pm,USD,Federal Funds Rate,High Impact Expected
2024-01-31,2:30pm,USD,FOMC Press Conference,High Impact Expected
2024-01-31,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-01-31,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2024-02-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-02-01,8:30am,USD,Unemployment Claims,High Impact Expected
2024-02-02,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2024-02-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-02-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-02-02,8:30am,USD,Unemployment Rate,High Impact Expected
2024-02-04,7:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2024-02-05,10:00am,USD,ISM Services PMI,High Impact Expected
2024-02-08,8:30am,USD,Unemployment Claims,High Impact Expected
2024-02-13,8:30am,USD,CPI m/m,High Impact Expected
2024-02-13,8:30am,USD,CPI y/y,High Impact Expected
2024-02-13,8:30am,USD,Core CPI m/m,High Impact Expected
2024-02-13,8:30am,USD,Core CPI y/y,High Impact Expected
2024-02-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-02-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-02-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-02-15,8:30am,USD,Unemployment Claims,High Impact Expected
2024-02-16,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-02-16,8:30am,USD,Core PPI m/m,High Impact Expected
2024-02-16,8:30am,USD,PPI m/m,High Impact Expected
2024-02-21,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2024-02-22,8:30am,USD,Unemployment Claims,High Impact Expected
2024-02-22,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-02-22,9:45am,USD,Flash Services PMI,High Impact Expected
2024-02-27,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-02-27,8:30am,USD,Durable Goods Orders m/m,High Impact Expected
2024-02-28,8:30am,USD,Prelim GDP q/q,High Impact Expected
2024-02-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-02-29,8:30am,USD,Unemployment Claims,High Impact Expected
2024-03-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-03-01,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2024-03-05,10:00am,USD,ISM Services PMI,High Impact Expected
2024-03-06,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2024-03-06,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-03-06,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-03-07,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2024-03-07,8:30am,USD,Unemployment Claims,High Impact Expected
2024-03-08,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-03-08,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-03-08,8:30am,USD,Unemployment Rate,High Impact Expected
2024-03-12,1:01pm,USD,10-y Bond Auction,High Impact Expected
2024-03-12,8:30am,USD,CPI m/m,High Impact Expected
2024-03-12,8:30am,USD,CPI y/y,High Impact Expected
2024-03-12,8:30am,USD,Core CPI m/m,High Impact Expected
2024-03-12,8:30am,USD,Core CPI y/y,High Impact Expected
2024-03-13,1:01pm,USD,30-y Bond Auction,High Impact Expected
2024-03-14,8:30am,USD,Core PPI m/m,High Impact Expected
2024-03-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-03-14,8:30am,USD,PPI m/m,High Impact Expected
2024-03-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-03-14,8:30am,USD,Unemployment Claims,High Impact Expected
2024-03-15,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-03-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-03-20,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2024-03-20,2:00pm,USD,FOMC Statement,High Impact Expected
2024-03-20,2:00pm,USD,Federal Funds Rate,High Impact Expected
2024-03-20,2:30pm,USD,FOMC Press Conference,High Impact Expected
2024-03-21,8:30am,USD,Unemployment Claims,High Impact Expected
2024-03-21,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-03-21,9:45am,USD,Flash Services PMI,High Impact Expected
2024-03-22,9:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2024-03-26,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-03-27,6:00pm,USD,FOMC Member Waller Speaks,High Impact Expected
2024-03-28,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2024-03-28,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2024-03-28,8:30am,USD,Final GDP q/q,High Impact Expected
2024-03-28,8:30am,USD,Unemployment Claims,High Impact Expected
2024-03-29,11:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2024-03-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-04-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-04-02,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-04-03,10:00am,USD,ISM Services PMI,High Impact Expected
2024-04-03,12:10pm,USD,FOMC Member Powell Speaks,High Impact Expected
2024-04-03,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-04-04,8:30am,USD,Unemployment Claims,High Impact Expected
2024-04-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-04-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-04-05,8:30am,USD,Unemployment Rate,High Impact Expected
2024-04-10,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2024-04-10,8:30am,USD,CPI m/m,High Impact Expected
2024-04-10,8:30am,USD,CPI y/y,High Impact Expected
2024-04-10,8:30am,USD,Core CPI m/m,High Impact Expected
2024-04-10,8:30am,USD,Core CPI y/y,High Impact Expected
2024-04-11,1:01pm,USD,30-y Bond Auction,High Impact Expected
2024-04-11,8:30am,USD,Core PPI m/m,High Impact Expected
2024-04-11,8:30am,USD,PPI m/m,High Impact Expected
2024-04-11,8:30am,USD,Unemployment Claims,High Impact Expected
2024-04-12,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-04-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-04-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-04-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-04-16,1:15pm,USD,FOMC Member Powell Speaks,High Impact Expected
2024-04-18,8:30am,USD,Unemployment Claims,High Impact Expected
2024-04-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-04-23,9:45am,USD,Flash Services PMI,High Impact Expected
2024-04-25,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2024-04-25,8:30am,USD,Advance GDP q/q,High Impact Expected
2024-04-25,8:30am,USD,Unemployment Claims,High Impact Expected
2024-04-26,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2024-04-26,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-04-30,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-04-30,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2024-05-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-05-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-05-01,2:00pm,USD,FOMC Statement,High Impact Expected
2024-05-01,2:00pm,USD,Federal Funds Rate,High Impact Expected
2024-05-01,2:30pm,USD,FOMC Press Conference,High Impact Expected
2024-05-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-05-01,9:45am,USD,Final Manufacturing PMI,High Impact Expected
2024-05-02,8:30am,USD,Unemployment Claims,High Impact Expected
2024-05-03,10:00am,USD,ISM Services PMI,High Impact Expected
2024-05-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-05-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-05-03,8:30am,USD,Unemployment Rate,High Impact Expected
2024-05-09,1:01pm,USD,30-y Bond Auction,High Impact Expected
2024-05-09,8:30am,USD,Unemployment Claims,High Impact Expected
2024-05-10,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-05-14,10:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2024-05-14,8:30am,USD,Core PPI m/m,High Impact Expected
2024-05-14,8:30am,USD,PPI m/m,High Impact Expected
2024-05-15,8:30am,USD,CPI m/m,High Impact Expected
2024-05-15,8:30am,USD,CPI y/y,High Impact Expected
2024-05-15,8:30am,USD,Core CPI m/m,High Impact Expected
2024-05-15,8:30am,USD,Core CPI y/y,High Impact Expected
2024-05-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-05-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-05-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-05-16,8:30am,USD,Unemployment Claims,High Impact Expected
2024-05-22,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2024-05-23,8:30am,USD,Unemployment Claims,High Impact Expected
2024-05-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-05-23,9:45am,USD,Flash Services PMI,High Impact Expected
2024-05-24,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2024-05-28,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-05-30,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2024-05-30,8:30am,USD,Prelim GDP q/q,High Impact Expected
2024-05-30,8:30am,USD,Unemployment Claims,High Impact Expected
2024-05-31,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-06-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-06-03,9:45am,USD,Final Manufacturing PMI,High Impact Expected
2024-06-04,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-06-05,10:00am,USD,ISM Services PMI,High Impact Expected
2024-06-05,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-06-06,8:30am,USD,Unemployment Claims,High Impact Expected
2024-06-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-06-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-06-07,8:30am,USD,Unemployment Rate,High Impact Expected
2024-06-12,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2024-06-12,2:00pm,USD,FOMC Statement,High Impact Expected
2024-06-12,2:00pm,USD,Federal Funds Rate,High Impact Expected
2024-06-12,2:30pm,USD,FOMC Press Conference,High Impact Expected
2024-06-12,8:30am,USD,CPI m/m,High Impact Expected
2024-06-12,8:30am,USD,CPI y/y,High Impact Expected
2024-06-12,8:30am,USD,Core CPI m/m,High Impact Expected
2024-06-12,8:30am,USD,Core CPI y/y,High Impact Expected
2024-06-13,8:30am,USD,Core PPI m/m,High Impact Expected
2024-06-13,8:30am,USD,PPI m/m,High Impact Expected
2024-06-13,8:30am,USD,Unemployment Claims,High Impact Expected
2024-06-14,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-06-17,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-06-18,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-06-18,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-06-20,4:00pm,USD,Treasury Currency Report,High Impact Expected
2024-06-20,8:30am,USD,Unemployment Claims,High Impact Expected
2024-06-21,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-06-21,9:45am,USD,Flash Services PMI,High Impact Expected
2024-06-25,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-06-26,10:00am,USD,New Home Sales,High Impact Expected
2024-06-27,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2024-06-27,8:30am,USD,Final GDP q/q,High Impact Expected
2024-06-27,8:30am,USD,Unemployment Claims,High Impact Expected
2024-06-28,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-07-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-07-02,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-07-02,9:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2024-07-03,10:00am,USD,ISM Services PMI,High Impact Expected
2024-07-03,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2024-07-03,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-07-03,8:30am,USD,Unemployment Claims,High Impact Expected
2024-07-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-07-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-07-05,8:30am,USD,Unemployment Rate,High Impact Expected
2024-07-09,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2024-07-10,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2024-07-11,8:30am,USD,CPI m/m,High Impact Expected
2024-07-11,8:30am,USD,CPI y/y,High Impact Expected
2024-07-11,8:30am,USD,Core CPI m/m,High Impact Expected
2024-07-11,8:30am,USD,Core CPI y/y,High Impact Expected
2024-07-11,8:30am,USD,Unemployment Claims,High Impact Expected
2024-07-12,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2024-07-12,8:30am,USD,Core PPI m/m,High Impact Expected
2024-07-12,8:30am,USD,PPI m/m,High Impact Expected
2024-07-15,12:30pm,USD,FOMC Member Powell Speaks,High Impact Expected
2024-07-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2024-07-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2024-07-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2024-07-18,8:30am,USD,Unemployment Claims,High Impact Expected
2024-07-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2024-07-24,9:45am,USD,Flash Services PMI,High Impact Expected
2024-07-25,8:30am,USD,Advance GDP q/q,High Impact Expected
2024-07-25,8:30am,USD,Unemployment Claims,High Impact Expected
2024-07-26,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2024-07-30,10:00am,USD,CB Consumer Confidence,High Impact Expected
2024-07-30,10:00am,USD,JOLTS Job Openings,High Impact Expected
2024-07-31,10:00am,USD,Pending Home Sales m/m,High Impact Expected
2024-07-31,2:00pm,USD,FOMC Statement,High Impact Expected
2024-07-31,2:00pm,USD,Federal Funds Rate,High Impact Expected
2024-07-31,2:30pm,USD,FOMC Press Conference,High Impact Expected
2024-07-31,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2024-07-31,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2024-08-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2024-08-01,8:30am,USD,Unemployment Claims,High Impact Expected
2024-08-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2024-08-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2024-08-02,8:30am,USD,Unemployment Rate,High Impact Expected
2024-08-05,10:00am,USD,ISM Services PMI,High Impact Expected
2024-08-08,8:30am,USD,Unemployment Claims,High Impact Expected
2024-08-13,8:30am,USD,Core PPI m/m,High Impact Expected
